,QID,SID,SUBCATEGORY,QUESTION,CORRECT,INCORRECT1,INCORRECT2,INCORRECT3
1125,214,8,Video Games,"As of 2022, how many mainline installments does the Final Fantasy series have?",15,7,10,12
1126,1216,16,Landmarks & Monuments,The Eiffel Tower was built in which century?,19th,20th,18th,17th
1127,542,19,Board Games,How many suspects are there in the whodunnit board game Cluedo?,6,2,12,24
1128,1163,24,Chemistry,Pb is the symbol of which chemical element?,Lead,Phosphorous,Bromine,Plutonium
1129,1798,5,Electronics,Which of these is not a real video game console from the '80s? ,PlayGo 2100,Commodore 64GS,Atari 5200,Sega Master System
1130,995,8,Video Games,Halo 3 is what type of game?,First Person Shooter,Third Person Shooter,Strategy,Puzzle
1131,554,19,Board Games,"Scrabble, Trivial Pursuit and Monopoly are all manufactured by which toy corporation?",Hasbro,Haribo,Heinz,H&M
1132,481,17,Greek Mythology,Which N was a Greek centaur?,Nessus,Nevis,Nijinsky,Nimrod
1133,597,20,Mathematics,Which word means the volume of a substance that a container holds?,Capacity,Circumference,Coefficient,Complementary
1134,559,19,Board Games,In which country was the board game Chinese Checkers invented?,Germany,China,UK,USA
1135,64,3,Lord of the Rings,Who is Frodo Baggins's uncle?,Bilbo Baggins,Bongo Baggins,Banjo Baggins,Bono Baggins
1136,466,16,Landmarks & Monuments,On which continent are Niagara Falls?,North America,Asia,Africa,Europe
1137,515,18,Beauty & Health,A migraine sufferer experiences excruciating what?,Headaches,Limb Pain,Throat Pain,Stomach Pain
1138,1080,8,Video Games,In what game was Luigi first available as a primary character?,Super Mario Bros. 2,Super Mario Bros.,Mario Bros.,Super Mario Bros. 3
1139,770,26,Astronomy & Space & Planets,"In March 1965, Alexei Leonov became the first person to do what?",Walk In Space,Play Golf On The Moon,Die In Space,Dance On The Moon
1140,228,8,Video Games,As of 2020 how many spin - offs to the hit game Minecraft are there?,4,1,7,10
1141,224,8,Video Games,In which year was video game Call Of Duty: Modern Warfare released?,2019,2015,2001,2021
1142,574,20,Mathematics,"A school is planning an excursion. There are 180 students, and 30 seats on each bus. How many buses will they need?",6,4,5,8
1143,89,3,Lord of the Rings,"In 'Lord of the Rings', who is Gandalf's horse?",Shadowfax,Maximus,Baran,Cirion
1144,528,18,Beauty & Health,What is the leading cause of scurvy?,Vitamin C Deficiency,Lack Of Calcium,Lack Of Protein,Vitamin D Deficiency
1145,888,30,Reality TV,Which show are people are stranded on an island and are put into tribes?,Survivor,Big Brother,Deal or No Deal,The Apprentice
1146,73,3,Lord of the Rings,How old is Bilbo Baggins at the start of The Fellowship Of The Ring?,111,21,100,666
1147,1745,28,Sport - US - Basketball General,Who was nicknamed 'The Hick from French Lick'?,Larry Bird,Bill Russell,Magic Johnson,Bob Cousy
1148,50,2,Children’s Literature,"Which animals are central to the novel ""Watership Down""?",Rabbits,Horses,Dogs,Snakes
1149,1507,4,Famous Authors,Which Irish author wrote 'Ulysses'?,James Joyce,Samuel Beckett,Seamus Heaney,Brian Coffey
1150,367,13,Brazilian Cuisine,Which continent which enslaved people had a major role in costal states cuisine?,African,Antarctican,American,Scandinavian
1151,1692,11,Films Released in 1930s-1950s,Which year did Alfred Hitchcock's 'Rebecca' release?,1940,1990,1986,1983
1152,946,5,Electronics,Batteries convert chemical energy into which kind of energy? ,Electrical,Mechanical,Chemical,Physical
1153,1550,5,Electronics,Which of these best describes the design of the Nintendo DS?,Clam-shell,Conch,Starfish,Octopus
1154,74,3,Lord of the Rings,What was Tolkien's name for the territory in which he stories take place?,Middle-earth,Middle-sex,Middle-brow,Middles-brough
1155,267,9,Musicals,What is the name of the show-within-a-show in 42nd Street?,Pretty Boy,Pretty Man,Pretty Lady,Pretty Woman
1156,1668,11,Films Released in 1930s-1950s,Which type of reptile is the missing word from Disney's 'The Reluctant _' (1941)?,Dragon,Snake,Lizard,Komodo Dragon
1157,136,5,Electronics,In what year did Apple launch the iPhone?,2007,2003,2011,2015
1158,1567,5,Electronics,Which of these is a typical Motorola product?,Smartphone,Inline skates,Truck,Lawnmower
1159,66,3,Lord of the Rings,To what race did Legolas belong?,Elves,Dwarves,Hobbits,Men
1160,1561,14,Decades 1980s,Which of these fashion trends is NOT associated with the '80s? ,Grunge,New Romantic,Power Dressing,Valley Girl
1161,134,5,Electronics,Which popular app features green pigs who have a penchant for stealing eggs?,Angry Birds,Texas Poker,Stick Wars,Ninja Fruit
1162,1229,7,Comics,The Human Torch is a member of which superhero team?,Fantastic Four,New Warriors,X-Men,Justice League of America
1163,35,2,Children’s Literature,"Who wrote Slime, Mr. Stink and Code Name Bananas?",David Walliams,Matt Lucas,Frankie Boyle,Jo Brand
1164,878,30,Reality TV,Piers Morgan appeared as a contestant on the celebrity version of which US Reality TV Show?,The Apprentice,X-Factor,The Bachelor,Project Runway
1165,1191,7,Comics,"Superman, Flash, Green Arrow and Aquaman are part of which super hero team?",Justice League of America,Justice Society of America,Avengers,X-Men
1166,1100,15,Cities,In which year was Canberra chosen to be the capital of Australia?,1908,1808,1708,2008
1167,1580,23,US Presidents,Which of these pairs of US presidents were related as grandfather/grandson?,William and Benjamin Harrison,Theodore & Franklin Roosevelt,John and John Quincy Adams,George H W and George W Bush
1168,1397,5,Electronics,What term means the information-carrying capacity of a channel?,Bandwidth,Base Rate,Broadband,Signal
1169,199,7,Comics,Ra's Al Ghul is a villian in which comic book series?,Batman,The Avengers,Superman,Watchmen
1170,1455,30,Reality TV,Which animated series features the Griffin family from a small town in Rhode Island?,Family Guy,The Cleveland Show,The Critic,Wait Til Your Father Gets Home
1171,848,29,Cartoons,"In which year did Ed, Edd and Eddy first air on television?",1999,1959,1949,2019
1172,184,7,Comics,Who is Spider-Man's main love interest?,Mary-Jane Watson,Mary-Jane Williams,Sarah-Jane Watson,Emily-Jane Watson
1173,447,15,Cities,Bucharest is the capital of which European country?,Romania,Hungary,Moldova,Greece
1174,1781,4,Famous Authors,Who wrote the books 'Tara Road' 'The Lilac Bus' and 'Light A Penny Candle'?,Maeve Binchy,Marian Keyes,Cathy Kelly,Rosamunde Pilcher
1175,707,24,Chemistry,Which of these is often used in electrical wiring and plumbing?,Copper,Aluminium,Gold,Silver
1176,150,5,Electronics,The L in LCD stands for what?,Liquid,Light,Laser,Lance
1177,1597,12,Japanese Cuisine,Which other grain is often added to rice to make Katemeshi?,Barley,Oats,Spelt,Rye
1178,1620,27,Sport - General - World Cup (Soccer),Which player was the captain of the winning Germany team at the 1974 World Cup?,Franz Beckenbauer,Horst-Dieter Höttges,Sepp Maier,Wolfgang Overath
1179,599,20,Mathematics,"Mom budgets 20% of her salary to spend on groceries. If she earns $900 per week, how much will she have left after grocery shopping?",720,750,500,620
1180,1400,8,Video Games,What type of game is Doom?,First Person Shooter,3rd person perspective,Roleplay,Empire Building
1181,1789,9,Musicals,With which familiar musical instrument does one particularly associate the virtuoso Julian Bream?,Guitar,Drums,French Horn,Tenor Horn
1182,1188,9,Musicals,Stephane Grappelli is associated with which musical instrument?,Violin,Trumpet,Harp,Drums
1183,1011,19,Board Games,How many colours are dotted around a Twister mat?,4,6,10,5
1184,514,18,Beauty & Health,"What can be strawberry, coffee stain or port wine?",Birthmarks,Hair,Eyes,Nails
1185,1547,26,Astronomy & Space & Planets,Which of the four Terrestrial Planets has the strongest magnetic field?,Earth,Venus,Mercury,Mars 
1186,242,9,Musicals,Which musical won 7 Olivier awards including Best Musical in 2018?,Hamilton,Alexander,Alexander Hamilton,Wicked
1187,1718,2,Children’s Literature,Who do the three bears meet sleeping in their house?,Goldilocks,Snow White,"Mary, Mary",Cinderella
1188,275,10,Directors,Which ex-Monty Python member directed the Bruce Willis sci-fi film Twelve Monkeys?,Terry Gilliam,John Cleese,Michael Palin,Eric Idle
1189,1720,11,Films Released in 1930s-1950s,Who does Prince John force the sheriff of Nottingham to capture in 'The Story of Robin Hood and His Merrie Men' (1952)?,Robin Hood,Little Mick,Prince Phillip,Aunt Sarah
1190,643,22,Classical Music,In what year did Tchaikovsky die?,1893,1803,1903,1993
1191,1707,11,Films Released in 1930s-1950s,Who directed 'The African Queen' (1951)?,John Huston,Richard Marner,Peter Lorre,Dooley Wilson
1192,322,11,Films Released in 1930s-1950s,How many leagues is the film 'Leagues Under the Sea' (1954)?,20000,32000,15000,50000
1193,1107,30,Reality TV,Jean-Luc Picard replaced Kirk in which spin-off?,Star Trek Next Gen.,Star Trek Golden Years,Star Trek School Years,Star Trek The Follow-Up
1194,1246,16,Landmarks & Monuments,The Sydney Opera House opened in which decade?,1970s,1950s,1930s,1910s
1195,6,1,History of Art,"Who wrote and performed the 1972 song 'Vincent', about Vincent Van Gogh?",Don McLean,Leonard Cohen,Joni Mitchell,Neil Diamond
1196,552,19,Board Games,Cavity Sam is the name of the patient in which board game?,Operation,Surgery,Procedure,Backgammon
1197,1770,28,Sport - US - Basketball General,Who was the first woman to be Head Coach in an NBA  Game?,Becky Hammon,Jenny Boucek,Brittini Donaldson,Lisa Boyer
1198,389,13,Brazilian Cuisine,Which of the following is Cachorro Quente cooked?,Fried,Smoked,BBQ,Boiled
1199,901,22,Classical Music,'The Fairy Queen' is a work by which composer?,Purcell,Elgar,Vaughn-Williams,Britten
1200,239,8,Video Games,Crusader is a series of action-oriented computer games developed by?,Origin Systems,Actisoft,Anisoft,Ubisoft
1201,1472,30,Reality TV,Which British actor played the main role in the first 3 seasons of Homeland?,Damien Lewis,Hugh Dancy,Cary Elwes,Ioan Grufford
1202,1104,22,Classical Music,James Galway found fame playing which instrument?,Flute,Clarinet,Oboe,Piano
1203,873,30,Reality TV,Who won the first season of 'The Biggest Loser' in 2004?,Ryan Benson,Bill Germanakos,Jeremy Britt,Patrick House
1204,1084,4,Famous Authors,"In which book do we meet the characters Old Major, Squealer and Clover?",Animal Farm,Charlotte's Web,Incredible Journey,The Sheep Pig
1205,427,15,Cities,In which continent is the capital city of Kuala Lumpur?,Asia,Europe,Oceania,Africa
1206,1679,1,History of Art,Which W is the first name of the 18th century artist Hogarth?,William,Winston,Wayne,Wycliffe
1207,27,1,History of Art,Albert Namatjira is one of the best known indigenous artists from which country?,Australia,Brazil,Egypt,Japan
1208,1207,26,Astronomy & Space & Planets,The Caloris Basin can be found on which planet?,Mercury,Venus,Saturn,Mars
1209,123,5,Electronics,What was the hand-held digital pet launched by Bandai in 1996?,Tamagotchi,Sukiyaki,Harajuku,Okinawa
1210,522,18,Beauty & Health,Lock Jaw is an old name for what?,Tetanus,Asthma,Cancer,Diabetes
1211,1536,13,Brazilian Cuisine,Which of the following is a main ingredient in Beijinhos de Coco?,Coconut Flakes,Cheese,Flour,Chocolate Chips
1212,899,30,Reality TV,Piers Morgan was a judge on which American reality show?,America’s Got Talent,American Idol,Dancing With The Stars,X-Factor
1213,563,19,Board Games,In which year was the board game Cranium created?,1998,2008,1978,1988
1214,294,10,Directors,Who was the director of Toy Story?,John Lasseter,Gary Ross,Gore Verbinski,Steven Spielberg
1215,193,7,Comics,Which of the following is one of Batman's side kicks?,Robin,Crow,Parrot,Rooster
1216,620,21,Classic Rock,Don Henley is a founding member of which American classic rock band?,Eagles,Foreigner ,Journey,Queen
1217,819,28,Sport - US - Basketball General,In which city would you find the Women's Basketball Hall Of Fame?,Knoxville,Denver,Dallas,Baltimore
1218,1063,19,Board Games,"In Life, what are the orange or gold cards?",House,Career,Salary,Stock
1219,388,13,Brazilian Cuisine,Which of the following is Arroz de Forno cooked?,Baked,Fried,BBQ,Boiled
1220,930,8,Video Games,Altair must assassinate nine people who belong to what group?,Knights Templar,Queen of Crusades,The Brotherhood,Al-Maim
1221,865,29,Cartoons,What breed of dog is Scooby Doo?,Great Dane,German Shepherd,Rottweiler,Labrador
1222,172,6,Car Parts,What does a diesel engine use instead of spark plugs?,Glow plugs,Air filter,Cylinders,Carburettor
1223,1697,11,Films Released in 1930s-1950s,Who accompanies the working-class man to find his bicycle in 'Bicycle Thieves' (1948)?,His son,A Dog,A Parrot,His Mother
1224,135,5,Electronics,The BlackBerry company has its global headquarters in which country?,Canada,India,Finland,Taiwan
1225,300,10,Directors,What was the name of Peter Jackson's first film?,Bad Taste,Braindead,Dead Alive,Meet the Feebles
1226,1178,26,Astronomy & Space & Planets,Roughly how many near-Earth asteroids have been discovered to date?,8900,100,89,"100,000"
1227,162,6,Car Parts,What is the name for the rubber portion of your windscreen wipers?,Blades,Needles,Strips,Plugs
1228,1318,20,Mathematics,What is a third of 900?,300,200,250,333
1229,93,4,Famous Authors,Who created the Discworld series of books?,Terry Pratchett,Neil Gaiman,Douglas Adams,Eoin Colfer
1230,1142,7,Comics,Most Green Lanterns are vulnerable to what?,The Color Yellow,Red Suns,Black Matter,Chanel No. 9
1231,181,7,Comics,DC Comics is an American comic book publisher. What does DC stand for?,Detective Comics,Deadly Comics,Dead End Comics,Dreadful Comics
1232,1383,8,Video Games,What N64 game's final boss is the Master Hand?,Super Smash Bros.',Perfect Dark',Banjo-Kazooie',Super Mario 64'
1233,1171,22,Classical Music,Queen Anne was the patron of which composer?,Handel,Britten,Wagner,Bach
1234,142,5,Electronics,"In computer, what does UUCP stands for?",Unix-to-Unix Copy,"Undo and Undo, Copy Paste",Ulster Union Club Party,United Union Class Page
1235,857,29,Cartoons,What accent does the evil genius baby Stewie have in Family Guy?,British,American,German,Russian
1236,1427,5,Electronics,What would you do with the hand-held gadget Kindle?,Read books,Make spaghetti,Roll cigarettes,Brew beer
1237,1479,17,Greek Mythology,Which Celtic goddess was celebrated with the White Horse at Uffington?,Epona,Nodens,Sucellos,Isser
1238,1471,12,Japanese Cuisine,Which brand makes beer called Super Dry?,Asahi,Kirin,Sapporo,Carlsberg
1239,314,11,Films Released in 1930s-1950s,What does Moses learn is his true heritage in 'The Ten Commandments' (1956)?,Hebrew,Roman,Persian,Viking
1240,163,6,Car Parts,"If your car radiator is damaged, what could happen?",Overheating,Loss of steering,Burst tires,Damaged suspension
1241,348,12,Japanese Cuisine,How many types of mirin are there in Japanese cookery?,3,5,8,12
1242,966,9,Musicals,Divanessa excels at which musical instrument?,Violin,Guitar,Drums,Flute
1243,1177,29,Cartoons,Roseanne was set in which US state?,Illinois,California,Nevada,Florida
1244,1175,21,Classic Rock,Richie Sambora is associated with which band?,Bon Jovi,Meatloaf,Cream,Deep Purple
1245,1606,27,Sport - General - World Cup (Soccer),Which player scored the goal for Brazil in the bronze medal match at the 2018 World Cup?,Renato Augusto,Firmino,Neymar,Thiago Silva
